"country_code","indicator_code","date","value","indicator_name","country_name"
"KHM","GGR_NGDP","2022-12-31",22.141,"General Government Revenue, % of GDP","Cambodia"
"KHM","GGR_NGDP","2023-12-31",22.026,"General Government Revenue, % of GDP","Cambodia"
"KHM","GGR_NGDP","2024-12-31",22.955,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2021-12-31",3.026,"GDP at Constant Prices, % change","Cambodia"
"KHM","GGR_NGDP","2026-12-31",23.54,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGSD_NGDP","1990-12-31",5.338,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGDPRPC","2003-12-31",1361706.622,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","PPPGDP","2022-12-31",89.57,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","GGXONLB","2008-12-31",290.351,"General Government Primary Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PPPGDP","2024-12-31",106.835,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","2025-12-31",115.808,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","2027-12-31",135.915,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","GGXCNL","2028-12-31",-6371.698,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2004-12-31",-763.529,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","BCA_NGDPD","2025-12-31",-7.167,"Current Account Balance, % of GDP","Cambodia"
"KHM","BCA_NGDPD","2026-12-31",-6.786,"Current Account Balance, % of GDP","Cambodia"
"KHM","TMG_RPCH","2019-12-31",18.919,"Imports of Goods, % change","Cambodia"
"KHM","BCA","2014-12-31",-1.429,"Current Account Balance, USD Billions","Cambodia"
"KHM","GGXCNL","2011-12-31",-2444.541,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PPPPC","2001-12-31",1157.665,"Per Capita GDP based on PPP Valuation, USD","Cambodia"
"KHM","PCPIE","2024-12-31",209.588,"Inflation Index, End of Period Consumer Prices","Cambodia"
"KHM","PCPIE","2025-12-31",215.958,"Inflation Index, End of Period Consumer Prices","Cambodia"
"KHM","NID_NGDP","2006-12-31",22.517,"Total Investment, % of GDP","Cambodia"
"KHM","NID_NGDP","2007-12-31",21.197,"Total Investment, % of GDP","Cambodia"
"KHM","NGSD_NGDP","2013-12-31",11.547,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGSD_NGDP","2014-12-31",13.538,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGDPDPC","2028-12-31",2630.453,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPDPC","2027-12-31",2463.237,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","BCA_NGDPD","1994-12-31",-3.436,"Current Account Balance, % of GDP","Cambodia"
"KHM","NGDPD","2028-12-31",44.657,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","TXG_RPCH","2020-12-31",26.91,"Exports of Goods, % change","Cambodia"
"KHM","TXG_RPCH","2021-12-31",-1.674,"Exports of Goods, % change","Cambodia"
"KHM","TXG_RPCH","2022-12-31",3.448,"Exports of Goods, % change","Cambodia"
"KHM","GGR_NGDP","2014-12-31",20.076,"General Government Revenue, % of GDP","Cambodia"
"KHM","GGR_NGDP","2015-12-31",19.626,"General Government Revenue, % of GDP","Cambodia"
"KHM","TXG_RPCH","2025-12-31",7.232,"Exports of Goods, % change","Cambodia"
"KHM","NGDP_RPCH","2013-12-31",7.357,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2014-12-31",7.143,"GDP at Constant Prices, % change","Cambodia"
"KHM","GGR_NGDP","2019-12-31",26.78,"General Government Revenue, % of GDP","Cambodia"
"KHM","GGXONLB","1997-12-31",-368.246,"General Government Primary Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXONLB","1998-12-31",-613.207,"General Government Primary Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXONLB","1999-12-31",-486.263,"General Government Primary Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2022-12-31",-4915.277,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2021-12-31",-7806.854,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","NGDPRPC","2001-12-31",1221089.674,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","NGDP_RPCH","2022-12-31",5.012,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2023-12-31",5.819,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPRPC","2004-12-31",1477945.375,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","NGDPDPC","2003-12-31",360.659,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","GGXONLB","2009-12-31",-1972.264,"General Government Primary Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","NGDPD","2016-12-31",20.043,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDP","2015-12-31",73422.702,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","2010-12-31",788.182,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2017-12-31",89830.525,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","GGXCNL","2005-12-31",-98.955,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2006-12-31",-51.452,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2007-12-31",254.668,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2008-12-31",211.141,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","TM_RPCH","2021-12-31",23.586,"Imports of Goods and services, % change","Cambodia"
"KHM","TM_RPCH","2022-12-31",-13.745,"Imports of Goods and services, % change","Cambodia"
"KHM","TM_RPCH","2023-12-31",-4.372,"Imports of Goods and services, % change","Cambodia"
"KHM","TMG_RPCH","2024-12-31",5.414,"Imports of Goods, % change","Cambodia"
"KHM","TMG_RPCH","2025-12-31",6.509,"Imports of Goods, % change","Cambodia"
"KHM","TMG_RPCH","2026-12-31",4.563,"Imports of Goods, % change","Cambodia"
"KHM","BCA","2020-12-31",-2.182,"Current Account Balance, USD Billions","Cambodia"
"KHM","TMG_RPCH","2027-12-31",1.085,"Imports of Goods, % change","Cambodia"
"KHM","TXG_RPCH","2018-12-31",13.847,"Exports of Goods, % change","Cambodia"
"KHM","TXG_RPCH","2017-12-31",8.512,"Exports of Goods, % change","Cambodia"
"KHM","NGDPDPC","2026-12-31",2308.244,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2027-12-31",183669.974,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPPC","2003-12-31",1433016.523,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","PPPGDP","2006-12-31",26.133,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","2008-12-31",32.164,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","NGDPDPC","1990-12-31",99.833,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","TXG_RPCH","2024-12-31",6.717,"Exports of Goods, % change","Cambodia"
"KHM","NGDP_RPCH","2011-12-31",7.07,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2012-12-31",7.313,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPDPC","2005-12-31",470.64,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPDPC","2006-12-31",536.135,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP_RPCH","2016-12-31",6.863,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2017-12-31",6.997,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2018-12-31",7.469,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2019-12-31",7.054,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2020-12-31",-3.096,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGSD_NGDP","1988-12-31",0.6,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGDP","1986-12-31",183.155,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPD","2009-12-31",10.391,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDP_RPCH","2024-12-31",6.213,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPD","2012-12-31",14.056,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDPDPC","2004-12-31",405.618,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","PCPI","2002-12-31",82.756,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","PPPSH","2028-12-31",0.066,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDP","2016-12-31",81241.866,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","2009-12-31",737.177,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPDPC","2015-12-31",1203.435,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","TMG_RPCH","2014-12-31",14.227,"Imports of Goods, % change","Cambodia"
"KHM","TMG_RPCH","2015-12-31",22.015,"Imports of Goods, % change","Cambodia"
"KHM","BCA_NGDPD","2027-12-31",-6.752,"Current Account Balance, % of GDP","Cambodia"
"KHM","GGXCNL","2009-12-31",-2058.575,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PPPSH","2020-12-31",0.056,"Share of World GDP based on PPP, %","Cambodia"
"KHM","PPPSH","2022-12-31",0.055,"Share of World GDP based on PPP, %","Cambodia"
"KHM","PCPI","1999-12-31",83.573,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","GGX_NGDP","2027-12-31",26.344,"General Government Total Expenditure, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2009-12-31",0.087,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPD","2015-12-31",18.082,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","PPPEX","2020-12-31",1430.131,"Implied PPP Conversion Rate, LCU per USD","Cambodia"
"KHM","NID_NGDP","2009-12-31",21.36,"Total Investment, % of GDP","Cambodia"
"KHM","PPPPC","2004-12-31",1490.056,"Per Capita GDP based on PPP Valuation, USD","Cambodia"
"KHM","PPPSH","2026-12-31",0.062,"Share of World GDP based on PPP, %","Cambodia"
"KHM","GGR_NGDP","2007-12-31",15.13,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDPPC","2002-12-31",1320331.728,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","PPPGDP","2005-12-31",22.885,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","2004-12-31",19.593,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","2007-12-31",29.58,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","NGDP_RPCH","2010-12-31",5.963,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2008-12-31",6.692,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPD","2014-12-31",16.702,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDPD","2027-12-31",41.404,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","GGXCNL","2017-12-31",-695.678,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PCPI","2021-12-31",187.981,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","PCPI","2022-12-31",197.995,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","PCPI","2023-12-31",203.915,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","NGSD_NGDP","1986-12-31",-41.532,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGSD_NGDP","1987-12-31",0.449,"Gross National Savings, % of GDP","Cambodia"
"KHM","GGXCNL","2019-12-31",3259.898,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2020-12-31",-3600.929,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","NGSD_NGDP","1989-12-31",1.355,"Gross National Savings, % of GDP","Cambodia"
"KHM","NGDPD","2011-12-31",12.817,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDPD","2010-12-31",11.232,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDPD","2026-12-31",38.415,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDP_RPCH","2007-12-31",10.213,"GDP at Constant Prices, % change","Cambodia"
"KHM","PPPPC","2002-12-31",1229.715,"Per Capita GDP based on PPP Valuation, USD","Cambodia"
"KHM","PPPGDP","2026-12-31",125.65,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","NGDPPC","1987-12-31",15262.098,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","2018-12-31",99544.275,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","2019-12-31",110014.048,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","2020-12-31",105891.753,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","2021-12-31",110505.916,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","TM_RPCH","2020-12-31",-3.375,"Imports of Goods and services, % change","Cambodia"
"KHM","GGXCNL","2010-12-31",-1785.662,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2012-12-31",-2564.693,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","NID_NGDP","1986-12-31",9.282,"Total Investment, % of GDP","Cambodia"
"KHM","GGR_NGDP","2011-12-31",15.9,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDPDPC","1988-12-31",32.608,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","GGR_NGDP","2027-12-31",23.544,"General Government Revenue, % of GDP","Cambodia"
"KHM","NID_NGDP","2008-12-31",18.617,"Total Investment, % of GDP","Cambodia"
"KHM","PPPSH","1992-12-31",0.02,"Share of World GDP based on PPP, %","Cambodia"
"KHM","PPPSH","1991-12-31",0.021,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDPPC","2001-12-31",1253406.313,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP_RPCH","2001-12-31",8.561,"GDP at Constant Prices, % change","Cambodia"
"KHM","NID_NGDP","1990-12-31",8.949,"Total Investment, % of GDP","Cambodia"
"KHM","PPPGDP","2003-12-31",17.293,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","GGR_NGDP","2009-12-31",15.619,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2005-12-31",13.25,"GDP at Constant Prices, % change","Cambodia"
"KHM","GGR_NGDP","2013-12-31",18.75,"General Government Revenue, % of GDP","Cambodia"
"KHM","TX_RPCH","2008-12-31",2.026,"Exports of Goods and services, % change","Cambodia"
"KHM","PPPSH","1987-12-31",0.019,"Share of World GDP based on PPP, %","Cambodia"
"KHM","PPPSH","1988-12-31",0.02,"Share of World GDP based on PPP, %","Cambodia"
"KHM","GGR_NGDP","2028-12-31",23.569,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2015-12-31",7.036,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPDPC","2007-12-31",627.781,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPPC","1988-12-31",28499.905,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","GGXCNL","2013-12-31",-1604.508,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","GGXCNL","2018-12-31",658.308,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","TX_RPCH","2006-12-31",12.879,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDPRPC","1996-12-31",940773.525,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","NGDPRPC","1997-12-31",952249.399,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","TX_RPCH","2009-12-31",4.262,"Exports of Goods and services, % change","Cambodia"
"KHM","TMG_RPCH","2023-12-31",-4.609,"Imports of Goods, % change","Cambodia"
"KHM","GGR_NGDP","2010-12-31",17.108,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDPDPC","1986-12-31",25.707,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","PPPSH","1989-12-31",0.02,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDP","2014-12-31",67436.791,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","TXG_RPCH","2016-12-31",15.707,"Exports of Goods, % change","Cambodia"
"KHM","PPPSH","2027-12-31",0.064,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDP","1994-12-31",7105.04,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","2016-12-31",1320.282,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPDPC","2017-12-31",1448.02,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2022-12-31",119882.39,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","BCA","2012-12-31",-1.212,"Current Account Balance, USD Billions","Cambodia"
"KHM","BCA","2013-12-31",-1.289,"Current Account Balance, USD Billions","Cambodia"
"KHM","GGR_NGDP","2012-12-31",17.155,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP","2001-12-31",15633.218,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","PPPSH","2023-12-31",0.056,"Share of World GDP based on PPP, %","Cambodia"
"KHM","GGXCNL","2015-12-31",-474.341,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PPPSH","1990-12-31",0.02,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDP_RPCH","2028-12-31",6.304,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP","2013-12-31",61326.928,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","2026-12-31",168554.814,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","PPPGDP","1991-12-31",6.03,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","GGR_NGDP","2008-12-31",15.885,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP","2028-12-31",200278.807,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP_RPCH","2006-12-31",10.771,"GDP at Constant Prices, % change","Cambodia"
"KHM","TX_RPCH","2007-12-31",10.959,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDPRPC","1998-12-31",972144.842,"GDP per Capita at Constant Prices, LCU","Cambodia"
"KHM","NGDP","2004-12-31",21438.34,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","BCA","2011-12-31",-1.029,"Current Account Balance, USD Billions","Cambodia"
"KHM","PPPSH","2024-12-31",0.058,"Share of World GDP based on PPP, %","Cambodia"
"KHM","GGXCNL","2016-12-31",-243.467,"General Government Net Lending/Borrowing, USD Billions","Cambodia"
"KHM","PCPI","2001-12-31",82.786,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","PPPPC","2003-12-31",1336.976,"Per Capita GDP based on PPP Valuation, USD","Cambodia"
"KHM","NGDPDPC","2008-12-31",741.822,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","GGR_NGDP","2005-12-31",11.948,"General Government Revenue, % of GDP","Cambodia"
"KHM","TX_RPCH","2005-12-31",21.43,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDP","1996-12-31",9201.921,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","TMG_RPCH","2016-12-31",13.278,"Imports of Goods, % change","Cambodia"
"KHM","NGDP","2023-12-31",130049.593,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","2024-12-31",141379.087,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","BCA","2010-12-31",-0.983,"Current Account Balance, USD Billions","Cambodia"
"KHM","NGDP","1999-12-31",13376.073,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPPC","1997-12-31",890256.779,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","PCPI","2000-12-31",82.883,"Inflation Index, Average Consumer Prices","Cambodia"
"KHM","NGDPD","2013-12-31",15.227,"GDP at Current Prices, USD Billions","Cambodia"
"KHM","NGDP","1991-12-31",1644.86,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","BCA_NGDPD","1993-12-31",-1.644,"Current Account Balance, % of GDP","Cambodia"
"KHM","NGDPPC","1986-12-31",22922.648,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","1995-12-31",8433.707,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","GGR_NGDP","2006-12-31",12.78,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2004-12-31",10.341,"GDP at Constant Prices, % change","Cambodia"
"KHM","PPPGDP","2002-12-31",15.629,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","BCA_NGDPD","2028-12-31",-7.003,"Current Account Balance, % of GDP","Cambodia"
"KHM","NGDP","1998-12-31",11720.318,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPPC","1992-12-31",319801.348,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","2000-12-31",14082.638,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","1987-12-31",17.116,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NID_NGDP","1988-12-31",7.874,"Total Investment, % of GDP","Cambodia"
"KHM","BCA_NGDPD","1992-12-31",-1.009,"Current Account Balance, % of GDP","Cambodia"
"KHM","NGDP_RPCH","2025-12-31",6.378,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPPC","2000-12-31",1152154.697,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","2012-12-31",56681.569,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPPC","1989-12-31",34013.105,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDPPC","1990-12-31",81861.495,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","1997-12-31",10145.329,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP_RPCH","2003-12-31",8.506,"GDP at Constant Prices, % change","Cambodia"
"KHM","PPPGDP","1993-12-31",7.034,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","TX_RPCH","2018-12-31",14.629,"Exports of Goods and services, % change","Cambodia"
"KHM","TMG_RPCH","2017-12-31",6.397,"Imports of Goods, % change","Cambodia"
"KHM","NID_NGDP","1987-12-31",13.537,"Total Investment, % of GDP","Cambodia"
"KHM","TX_RPCH","2010-12-31",31.695,"Exports of Goods and services, % change","Cambodia"
"KHM","TX_RPCH","2011-12-31",24.396,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDPDPC","2025-12-31",2156.256,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2010-12-31",47047.985,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP_RPCH","2000-12-31",9.575,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","2026-12-31",6.514,"GDP at Constant Prices, % change","Cambodia"
"KHM","PPPGDP","1990-12-31",5.422,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","NGDP_RPCH","2002-12-31",6.579,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPPC","1991-12-31",176418.853,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDP","2009-12-31",43056.732,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","2023-12-31",1896.126,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","PPPGDP","1994-12-31",7.772,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","TMG_RPCH","2022-12-31",-21.431,"Imports of Goods, % change","Cambodia"
"KHM","NGDPDPC","2022-12-31",1784.786,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2011-12-31",52068.693,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP","1990-12-31",737.478,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","PPPSH","2025-12-31",0.06,"Share of World GDP based on PPP, %","Cambodia"
"KHM","NGDP_RPCH","2027-12-31",6.24,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","1997-12-31",4.007,"GDP at Constant Prices, % change","Cambodia"
"KHM","TX_RPCH","2014-12-31",15.164,"Exports of Goods and services, % change","Cambodia"
"KHM","PPPGDP","1992-12-31",6.604,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","TX_RPCH","2016-12-31",13.174,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDPPC","1996-12-31",829703.665,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","PPPGDP","2000-12-31",13.007,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","PPPGDP","1987-12-31",4.241,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","TMG_RPCH","2018-12-31",15.771,"Imports of Goods, % change","Cambodia"
"KHM","TX_RPCH","2028-12-31",7.281,"Exports of Goods and services, % change","Cambodia"
"KHM","GGR_NGDP","2004-12-31",10.303,"General Government Revenue, % of GDP","Cambodia"
"KHM","NGDPDPC","2024-12-31",2018.696,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDPDPC","1989-12-31",39.704,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","NGDP","2008-12-31",41968.385,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP_RPCH","1996-12-31",5.898,"GDP at Constant Prices, % change","Cambodia"
"KHM","TX_RPCH","2013-12-31",22.774,"Exports of Goods and services, % change","Cambodia"
"KHM","TX_RPCH","2015-12-31",15.009,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDPPC","1993-12-31",666089.909,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDPPC","1994-12-31",681194.404,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","TMG_RPCH","2020-12-31",-1.278,"Imports of Goods, % change","Cambodia"
"KHM","NGDPPC","1998-12-31",1002994.026,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","NGDPPC","1999-12-31",1118357.096,"GDP per Capita at Current Prices, LCU","Cambodia"
"KHM","TX_RPCH","2012-12-31",12.683,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDP","2006-12-31",29849.485,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","TX_RPCH","2027-12-31",7.278,"Exports of Goods and services, % change","Cambodia"
"KHM","NGDP","2007-12-31",35042.181,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDP_RPCH","1998-12-31",4.682,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDP_RPCH","1992-12-31",7.069,"GDP at Constant Prices, % change","Cambodia"
"KHM","NGDPDPC","2018-12-31",1587.935,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","TMG_RPCH","2021-12-31",38.208,"Imports of Goods, % change","Cambodia"
"KHM","TX_RPCH","2019-12-31",13.91,"Exports of Goods and services, % change","Cambodia"
"KHM","PPPGDP","1995-12-31",8.409,"Country GDP based on PPP Valuation, USD Billions","Cambodia"
"KHM","NGDP","2025-12-31",154200.977,"GDP at Current Prices, LCU Billions","Cambodia"
"KHM","NGDPDPC","2021-12-31",1679.921,"GDP per Capita at Current Prices, USD","Cambodia"
"KHM","TX_RPCH","2026-12-31",7.945,"Exports of Goods and services, % change","Cambodia"
